Date,Open,High,Low,Close,Adj Close,Volume
1990/10/1,306.100006,314.940002,306.100006,314.940002,314.940002,202210000
1990/10/2,314.940002,319.690002,314.940002,315.209991,315.209991,188360000
1990/10/3,315.209991,316.26001,310.700012,311.399994,311.399994,135490000
1990/10/4,311.399994,313.399994,308.589996,312.690002,312.690002,145410000
1990/10/5,312.690002,314.790009,305.76001,311.5,311.5,153380000
1990/10/8,311.5,315.029999,311.5,313.480011,313.480011,99470000
1990/10/9,313.459991,313.459991,305.089996,305.100006,305.100006,145610000
1990/10/10,305.089996,306.429993,299.209991,300.390015,300.390015,169190000
1990/10/11,300.390015,301.450012,294.51001,295.459991,295.459991,180060000
1990/10/12,295.450012,301.679993,295.220001,300.029999,300.029999,187940000
1990/10/15,300.029999,304.790009,296.410004,303.230011,303.230011,164980000
1990/10/16,303.230011,304.339996,298.119995,298.920013,298.920013,149570000
1990/10/17,298.920013,301.5,297.790009,298.76001,298.76001,161260000
1990/10/18,298.75,305.73999,298.75,305.73999,305.73999,204110000
1990/10/19,305.73999,312.480011,305.73999,312.480011,312.480011,221480000
1990/10/22,312.480011,315.829987,310.470001,314.76001,314.76001,152650000
1990/10/23,314.76001,315.059998,312.059998,312.359985,312.359985,146300000
1990/10/24,312.359985,313.51001,310.73999,312.600006,312.600006,149290000
1990/10/25,312.600006,313.709991,309.700012,310.170013,310.170013,141460000
1990/10/26,310.170013,310.170013,304.709991,304.709991,304.709991,130190000
1990/10/29,304.73999,307.410004,300.690002,301.880005,301.880005,133980000
1990/10/30,301.880005,304.359985,299.440002,304.059998,304.059998,153450000
1990/10/31,304.059998,305.700012,302.329987,304,304,156060000
1990/11/1,303.98999,307.269989,301.609985,307.019989,307.019989,159270000
1990/11/2,307.019989,311.940002,306.880005,311.850006,311.850006,168700000
1990/11/5,311.850006,314.609985,311.410004,314.589996,314.589996,147510000
1990/11/6,314.589996,314.76001,311.429993,311.619995,311.619995,142660000
1990/11/7,311.619995,311.619995,305.790009,306.01001,306.01001,149130000
1990/11/8,306.01001,309.769989,305.029999,307.609985,307.609985,155570000
1990/11/9,307.609985,313.779999,307.609985,313.73999,313.73999,145160000
1990/11/12,313.73999,319.769989,313.730011,319.480011,319.480011,161390000
1990/11/13,319.480011,319.480011,317.26001,317.670013,317.670013,160240000
1990/11/14,317.660004,321.700012,317.230011,320.399994,320.399994,179310000
1990/11/15,320.399994,320.399994,316.130005,317.019989,317.019989,151370000
1990/11/16,317.019989,318.799988,314.98999,317.119995,317.119995,165440000
1990/11/19,317.149994,319.390015,317.149994,319.339996,319.339996,140950000
1990/11/20,319.339996,319.339996,315.309998,315.309998,315.309998,161170000
1990/11/21,315.309998,316.149994,312.420013,316.029999,316.029999,140660000
1990/11/23,316.029999,317.299988,315.059998,315.100006,315.100006,63350000
1990/11/26,315.079987,316.51001,311.480011,316.51001,316.51001,131540000
1990/11/27,316.51001,318.690002,315.799988,318.100006,318.100006,147590000
1990/11/28,318.109985,319.959991,317.619995,317.950012,317.950012,145490000
1990/11/29,317.950012,317.950012,315.029999,316.420013,316.420013,140920000
1990/11/30,316.420013,323.019989,315.420013,322.220001,322.220001,192350000
1990/12/3,322.230011,324.899994,322.230011,324.100006,324.100006,177000000
1990/12/4,324.109985,326.769989,321.970001,326.350006,326.350006,185820000
1990/12/5,326.359985,329.920013,325.660004,329.920013,329.920013,205820000
1990/12/6,329.940002,333.980011,328.369995,329.070007,329.070007,256380000
1990/12/7,329.089996,329.390015,326.390015,327.75,327.75,164950000
1990/12/10,327.75,328.970001,326.149994,328.890015,328.890015,138650000
1990/12/11,328.880005,328.880005,325.649994,326.440002,326.440002,145330000
1990/12/12,326.440002,330.359985,326.440002,330.190002,330.190002,182270000
1990/12/13,330.140015,330.579987,328.769989,329.339996,329.339996,162110000
1990/12/14,329.339996,329.339996,325.160004,326.820007,326.820007,151010000
1990/12/17,326.820007,326.820007,324.459991,326.019989,326.019989,118560000
1990/12/18,326.019989,330.429993,325.75,330.049988,330.049988,176460000
1990/12/19,330.040009,330.799988,329.390015,330.200012,330.200012,180380000
1990/12/20,330.200012,330.73999,326.940002,330.119995,330.119995,174700000
1990/12/21,330.119995,332.470001,330.119995,331.75,331.75,233400000
1990/12/24,331.73999,331.73999,329.160004,329.899994,329.899994,57200000
1990/12/26,329.890015,331.690002,329.890015,330.850006,330.850006,78730000
1990/12/27,330.850006,331.040009,328.230011,328.290009,328.290009,102900000
1990/12/28,328.290009,328.720001,327.23999,328.720001,328.720001,111030000
1990/12/31,328.709991,330.230011,327.5,330.220001,330.220001,114130000
1991/1/2,330.200012,330.75,326.450012,326.450012,326.450012,126280000
1991/1/3,326.459991,326.529999,321.899994,321.910004,321.910004,141450000
1991/1/4,321.910004,322.350006,318.869995,321,321,140820000
1991/1/7,320.970001,320.970001,315.440002,315.440002,315.440002,130610000
1991/1/8,315.440002,316.970001,313.790009,314.899994,314.899994,143390000
1991/1/9,314.899994,320.730011,310.929993,311.48999,311.48999,191100000
1991/1/10,311.51001,314.769989,311.51001,314.529999,314.529999,124510000
1991/1/11,314.529999,315.23999,313.589996,315.230011,315.230011,123050000
1991/1/14,315.230011,315.230011,309.350006,312.48999,312.48999,120830000
1991/1/15,312.48999,313.730011,311.839996,313.730011,313.730011,110000000
1991/1/16,313.730011,316.940002,312.940002,316.170013,316.170013,134560000
1991/1/17,316.25,327.970001,316.25,327.970001,327.970001,319080000
1991/1/18,327.929993,332.230011,327.079987,332.230011,332.230011,226770000
1991/1/21,332.230011,332.230011,328.869995,331.059998,331.059998,136290000
1991/1/22,331.059998,331.26001,327.829987,328.309998,328.309998,177060000
1991/1/23,328.299988,331.040009,327.929993,330.209991,330.209991,168620000
1991/1/24,330.209991,335.829987,330.190002,334.779999,334.779999,223150000
1991/1/25,334.779999,336.920013,334.200012,336.070007,336.070007,194350000
1991/1/28,336.059998,337.410004,335.809998,336.029999,336.029999,141270000
1991/1/29,336.029999,336.029999,334.26001,335.839996,335.839996,155740000
1991/1/30,335.799988,340.910004,335.709991,340.910004,340.910004,226790000
1991/1/31,340.920013,343.929993,340.470001,343.929993,343.929993,204520000
1991/2/1,343.910004,344.899994,340.369995,343.049988,343.049988,246670000
1991/2/4,343.049988,348.709991,342.959991,348.339996,348.339996,250750000
1991/2/5,348.339996,351.839996,347.209991,351.26001,351.26001,290570000
1991/2/6,351.26001,358.070007,349.579987,358.070007,358.070007,276940000
1991/2/7,358.070007,363.429993,355.529999,356.519989,356.519989,292190000
1991/2/8,356.519989,359.350006,356.019989,359.350006,359.350006,187830000
1991/2/11,359.359985,368.579987,359.320007,368.579987,368.579987,265350000
1991/2/12,368.579987,370.540009,365.5,365.5,365.5,256160000
1991/2/13,365.5,369.48999,364.640015,369.019989,369.019989,209960000
1991/2/14,369.019989,370.26001,362.769989,364.220001,364.220001,230750000
1991/2/15,364.230011,369.48999,364.230011,369.059998,369.059998,228480000
1991/2/19,369.059998,370.109985,367.049988,369.390015,369.390015,189900000
1991/2/20,369.369995,369.369995,364.380005,365.140015,365.140015,185680000
1991/2/21,365.140015,366.790009,364.5,364.970001,364.970001,180770000
1991/2/22,364.970001,370.959991,364.230011,365.649994,365.649994,218760000
1991/2/25,365.649994,370.190002,365.160004,367.26001,367.26001,193820000
1991/2/26,367.26001,367.26001,362.190002,362.809998,362.809998,164170000
1991/2/27,362.809998,368.380005,362.809998,367.73999,367.73999,211410000
1991/2/28,367.730011,369.910004,365.950012,367.070007,367.070007,223010000
1991/3/1,367.070007,370.470001,363.730011,370.470001,370.470001,221510000
1991/3/4,370.470001,371.98999,369.070007,369.329987,369.329987,199830000
1991/3/5,369.329987,377.890015,369.329987,376.720001,376.720001,253700000
1991/3/6,376.720001,379.660004,375.019989,376.170013,376.170013,262290000
1991/3/7,376.160004,377.48999,375.579987,375.910004,375.910004,197060000
1991/3/8,375.910004,378.690002,374.429993,374.950012,374.950012,206850000
1991/3/11,374.940002,375.100006,372.519989,372.959991,372.959991,161600000
1991/3/12,372.959991,374.350006,369.549988,370.029999,370.029999,176440000
1991/3/13,370.029999,374.649994,370.029999,374.570007,374.570007,176000000
1991/3/14,374.589996,378.279999,371.76001,373.5,373.5,232070000
1991/3/15,373.5,374.579987,370.209991,373.589996,373.589996,237650000
1991/3/18,373.589996,374.089996,369.459991,372.109985,372.109985,163100000
1991/3/19,372.109985,372.109985,366.540009,366.589996,366.589996,177070000
1991/3/20,366.589996,368.850006,365.799988,367.920013,367.920013,196810000
1991/3/21,367.940002,371.01001,366.51001,366.579987,366.579987,199830000
1991/3/22,366.579987,368.220001,365.579987,367.480011,367.480011,160890000
1991/3/25,367.480011,371.309998,367.459991,369.829987,369.829987,153920000
1991/3/26,369.829987,376.299988,369.369995,376.299988,376.299988,198720000
1991/3/27,376.279999,378.480011,374.730011,375.350006,375.350006,201830000
1991/3/28,375.350006,376.600006,374.399994,375.220001,375.220001,150750000
1991/3/29,375.350006,376.600006,374.399994,375.220001,375.220001,150750000
1991/4/1,375.220001,375.220001,370.269989,371.299988,371.299988,144010000
1991/4/2,371.299988,379.5,371.299988,379.5,379.5,189530000
1991/4/3,379.5,381.559998,378.48999,378.940002,378.940002,213720000
1991/4/4,378.940002,381.880005,377.049988,379.769989,379.769989,198120000
1991/4/5,379.779999,381.119995,374.149994,375.359985,375.359985,187410000
1991/4/8,375.350006,378.76001,374.690002,378.660004,378.660004,138580000
1991/4/9,378.649994,379.019989,373.109985,373.559998,373.559998,169940000
1991/4/10,373.570007,374.829987,371.209991,373.149994,373.149994,167940000
1991/4/11,373.149994,379.529999,373.149994,377.630005,377.630005,196570000
1991/4/12,377.649994,381.070007,376.890015,380.399994,380.399994,198610000
1991/4/15,380.399994,382.320007,378.779999,381.190002,381.190002,161800000
1991/4/16,381.190002,387.619995,379.640015,387.619995,387.619995,214480000
1991/4/17,387.619995,391.26001,387.299988,390.450012,390.450012,246930000
1991/4/18,390.450012,390.970001,388.130005,388.459991,388.459991,217410000
1991/4/19,388.459991,388.459991,383.899994,384.200012,384.200012,195520000
1991/4/22,384.190002,384.190002,380.160004,380.950012,380.950012,164410000
1991/4/23,380.950012,383.549988,379.670013,381.76001,381.76001,167840000
1991/4/24,381.76001,383.019989,379.98999,382.76001,382.76001,166800000
1991/4/25,382.890015,382.890015,378.429993,379.25,379.25,166940000
1991/4/26,379.25,380.109985,376.769989,379.019989,379.019989,154550000
1991/4/29,379.01001,380.959991,373.660004,373.660004,373.660004,149860000
1991/4/30,373.660004,377.859985,373.01001,375.339996,375.339996,206230000
1991/5/1,375.350006,380.459991,375.269989,380.290009,380.290009,181900000
1991/5/2,380.290009,382.140015,379.820007,380.519989,380.519989,187090000
1991/5/3,380.519989,381,378.820007,380.799988,380.799988,158150000
1991/5/6,380.779999,380.779999,377.859985,380.079987,380.079987,129110000
1991/5/7,380.079987,380.910004,377.309998,377.320007,377.320007,153290000
1991/5/8,377.329987,379.26001,376.209991,378.51001,378.51001,157240000
1991/5/9,378.51001,383.559998,378.51001,383.25,383.25,180460000
1991/5/10,383.26001,383.910004,375.609985,375.73999,375.73999,172730000
1991/5/13,375.73999,377.019989,374.619995,376.76001,376.76001,129620000
1991/5/14,375.51001,375.529999,370.820007,371.619995,371.619995,207890000
1991/5/15,371.549988,372.470001,365.829987,368.570007,368.570007,193110000
1991/5/16,368.570007,372.51001,368.570007,372.190002,372.190002,154460000
1991/5/17,372.190002,373.01001,369.440002,372.390015,372.390015,174210000
1991/5/20,372.390015,373.649994,371.26001,372.279999,372.279999,109510000
1991/5/21,372.279999,376.660004,372.279999,375.350006,375.350006,176620000
1991/5/22,375.350006,376.5,374.399994,376.190002,376.190002,159310000
1991/5/23,376.190002,378.070007,373.549988,374.959991,374.959991,173080000
1991/5/24,374.970001,378.079987,374.970001,377.48999,377.48999,124640000
1991/5/28,377.48999,382.100006,377.119995,381.940002,381.940002,162350000
1991/5/29,381.940002,383.660004,381.369995,382.790009,382.790009,188450000
1991/5/30,382.790009,388.170013,382.5,386.959991,386.959991,234440000
1991/5/31,386.959991,389.850006,385.01001,389.829987,389.829987,232040000
1991/6/3,389.809998,389.809998,386.970001,388.059998,388.059998,173990000
1991/6/4,388.059998,388.059998,385.140015,387.73999,387.73999,180450000
1991/6/5,387.73999,388.230011,384.450012,385.089996,385.089996,186560000
1991/6/6,385.100006,385.850006,383.130005,383.630005,383.630005,168260000
1991/6/7,383.630005,383.630005,378.76001,379.429993,379.429993,169570000
1991/6/10,379.429993,379.75,377.950012,378.570007,378.570007,127720000
1991/6/11,378.570007,381.630005,378.570007,381.049988,381.049988,161610000
1991/6/12,381.049988,381.049988,374.459991,376.649994,376.649994,166140000
1991/6/13,376.649994,377.899994,376.079987,377.630005,377.630005,145650000
1991/6/14,377.630005,382.299988,377.630005,382.290009,382.290009,167950000
1991/6/17,382.299988,382.309998,380.130005,380.130005,380.130005,134230000
1991/6/18,380.130005,381.829987,377.98999,378.589996,378.589996,155200000
1991/6/19,378.570007,378.570007,374.359985,375.089996,375.089996,156440000
1991/6/20,375.089996,376.290009,373.869995,375.420013,375.420013,163980000
1991/6/21,375.420013,377.75,375.329987,377.75,377.75,193310000
1991/6/24,377.73999,377.73999,370.730011,370.940002,370.940002,137940000
1991/6/25,370.940002,372.619995,369.559998,370.649994,370.649994,155710000
1991/6/26,370.649994,372.730011,368.339996,371.589996,371.589996,187170000
1991/6/27,371.589996,374.399994,371.589996,374.399994,374.399994,163080000
1991/6/28,374.399994,374.399994,367.980011,371.160004,371.160004,163770000
1991/7/1,371.179993,377.920013,371.179993,377.920013,377.920013,167480000
1991/7/2,377.920013,377.929993,376.619995,377.470001,377.470001,157290000
1991/7/3,377.470001,377.470001,372.079987,373.329987,373.329987,140580000
1991/7/5,373.339996,375.51001,372.170013,374.079987,374.079987,69910000
1991/7/8,374.089996,377.940002,370.920013,377.940002,377.940002,138330000
1991/7/9,377.940002,378.579987,375.369995,376.109985,376.109985,151820000
1991/7/10,376.109985,380.350006,375.200012,375.73999,375.73999,178290000
1991/7/11,375.730011,377.679993,375.51001,376.970001,376.970001,157930000
1991/7/12,376.970001,381.410004,375.790009,380.25,380.25,174770000
1991/7/15,380.279999,383,380.23999,382.390015,382.390015,161750000
1991/7/16,382.390015,382.940002,380.799988,381.540009,381.540009,182990000
